external_id,question_1,positive_effectiveness,positive_ease,positive_efficiency,positive_transparency,positive_humanity,positive_employee,positive_other,negative_effectiveness,negative_ease,negative_efficiency,negative_transparency,negative_humanity,negative_employee,negative_other,question_4
510,Data 510-1,Data 510-2,Data 510-3,Data 510-4,Data 510-5,Data 510-6,Data 510-7,Data 510-8,Data 510-9,Data 510-10,Data 510-11,Data 510-12,Data 510-12,Data 510-12,Data 510-12,Data 510-12
511,Data 511-1,Data 511-2,Data 511-3,Data 511-4,Data 511-5,Data 511-6,Data 511-7,Data 511-8,Data 511-9,Data 511-10,Data 511-11,Data 511-12,Data 511-12,Data 511-12,Data 511-12,Data 511-12
512,Data 512-1,Data 512-2,Data 512-3,Data 512-4,Data 512-5,Data 512-6,Data 512-7,Data 512-8,Data 512-9,Data 512-10,Data 512-11,Data 512-12,Data 512-12,Data 512-12,Data 512-12,Data 512-12
513,Data 513-1,Data 513-2,Data 513-3,Data 513-4,Data 513-5,Data 513-6,Data 513-7,Data 513-8,Data 513-9,Data 513-10,Data 513-11,Data 513-12,Data 513-12,Data 513-12,Data 513-12,Data 513-12
514,Data 514-1,Data 514-2,Data 514-3,Data 514-4,Data 514-5,Data 514-6,Data 514-7,Data 514-8,Data 514-9,Data 514-10,Data 514-11,Data 514-12,Data 514-12,Data 514-12,Data 514-12,Data 514-12
515,Data 515-1,Data 515-2,Data 515-3,Data 515-4,Data 515-5,Data 515-6,Data 515-7,Data 515-8,Data 515-9,Data 515-10,Data 515-11,Data 515-12,Data 515-12,Data 515-12,Data 515-12,Data 515-12
516,Data 516-1,Data 516-2,Data 516-3,Data 516-4,Data 516-5,Data 516-6,Data 516-7,Data 516-8,Data 516-9,Data 516-10,Data 516-11,Data 516-12,Data 516-12,Data 516-12,Data 516-12,Data 516-12
517,Data 517-1,Data 517-2,Data 517-3,Data 517-4,Data 517-5,Data 517-6,Data 517-7,Data 517-8,Data 517-9,Data 517-10,Data 517-11,Data 517-12,Data 517-12,Data 517-12,Data 517-12,Data 517-12
518,Data 518-1,Data 518-2,Data 518-3,Data 518-4,Data 518-5,Data 518-6,Data 518-7,Data 518-8,Data 518-9,Data 518-10,Data 518-11,Data 518-12,Data 518-12,Data 518-12,Data 518-12,Data 518-12
519,Data 519-1,Data 519-2,Data 519-3,Data 519-4,Data 519-5,Data 519-6,Data 519-7,Data 519-8,Data 519-9,Data 519-10,Data 519-11,Data 519-12,Data 519-12,Data 519-12,Data 519-12,Data 519-12
520,Data 520-1,Data 520-2,Data 520-3,Data 520-4,Data 520-5,Data 520-6,Data 520-7,Data 520-8,Data 520-9,Data 520-10,Data 520-11,Data 520-12,Data 520-12,Data 520-12,Data 520-12,Data 520-12
521,Data 521-1,Data 521-2,Data 521-3,Data 521-4,Data 521-5,Data 521-6,Data 521-7,Data 521-8,Data 521-9,Data 521-10,Data 521-11,Data 521-12,Data 521-12,Data 521-12,Data 521-12,Data 521-12
522,Data 522-1,Data 522-2,Data 522-3,Data 522-4,Data 522-5,Data 522-6,Data 522-7,Data 522-8,Data 522-9,Data 522-10,Data 522-11,Data 522-12,Data 522-12,Data 522-12,Data 522-12,Data 522-12
523,Data 523-1,Data 523-2,Data 523-3,Data 523-4,Data 523-5,Data 523-6,Data 523-7,Data 523-8,Data 523-9,Data 523-10,Data 523-11,Data 523-12,Data 523-12,Data 523-12,Data 523-12,Data 523-12
524,Data 524-1,Data 524-2,Data 524-3,Data 524-4,Data 524-5,Data 524-6,Data 524-7,Data 524-8,Data 524-9,Data 524-10,Data 524-11,Data 524-12,Data 524-12,Data 524-12,Data 524-12,Data 524-12
525,Data 525-1,Data 525-2,Data 525-3,Data 525-4,Data 525-5,Data 525-6,Data 525-7,Data 525-8,Data 525-9,Data 525-10,Data 525-11,Data 525-12,Data 525-12,Data 525-12,Data 525-12,Data 525-12
526,Data 526-1,Data 526-2,Data 526-3,Data 526-4,Data 526-5,Data 526-6,Data 526-7,Data 526-8,Data 526-9,Data 526-10,Data 526-11,Data 526-12,Data 526-12,Data 526-12,Data 526-12,Data 526-12
527,Data 527-1,Data 527-2,Data 527-3,Data 527-4,Data 527-5,Data 527-6,Data 527-7,Data 527-8,Data 527-9,Data 527-10,Data 527-11,Data 527-12,Data 527-12,Data 527-12,Data 527-12,Data 527-12
528,Data 528-1,Data 528-2,Data 528-3,Data 528-4,Data 528-5,Data 528-6,Data 528-7,Data 528-8,Data 528-9,Data 528-10,Data 528-11,Data 528-12,Data 528-12,Data 528-12,Data 528-12,Data 528-12
529,Data 529-1,Data 529-2,Data 529-3,Data 529-4,Data 529-5,Data 529-6,Data 529-7,Data 529-8,Data 529-9,Data 529-10,Data 529-11,Data 529-12,Data 529-12,Data 529-12,Data 529-12,Data 529-12
530,Data 530-1,Data 530-2,Data 530-3,Data 530-4,Data 530-5,Data 530-6,Data 530-7,Data 530-8,Data 530-9,Data 530-10,Data 530-11,Data 530-12,Data 530-12,Data 530-12,Data 530-12,Data 530-12
531,Data 531-1,Data 531-2,Data 531-3,Data 531-4,Data 531-5,Data 531-6,Data 531-7,Data 531-8,Data 531-9,Data 531-10,Data 531-11,Data 531-12,Data 531-12,Data 531-12,Data 531-12,Data 531-12
532,Data 532-1,Data 532-2,Data 532-3,Data 532-4,Data 532-5,Data 532-6,Data 532-7,Data 532-8,Data 532-9,Data 532-10,Data 532-11,Data 532-12,Data 532-12,Data 532-12,Data 532-12,Data 532-12
533,Data 533-1,Data 533-2,Data 533-3,Data 533-4,Data 533-5,Data 533-6,Data 533-7,Data 533-8,Data 533-9,Data 533-10,Data 533-11,Data 533-12,Data 533-12,Data 533-12,Data 533-12,Data 533-12
534,Data 534-1,Data 534-2,Data 534-3,Data 534-4,Data 534-5,Data 534-6,Data 534-7,Data 534-8,Data 534-9,Data 534-10,Data 534-11,Data 534-12,Data 534-12,Data 534-12,Data 534-12,Data 534-12
535,Data 535-1,Data 535-2,Data 535-3,Data 535-4,Data 535-5,Data 535-6,Data 535-7,Data 535-8,Data 535-9,Data 535-10,Data 535-11,Data 535-12,Data 535-12,Data 535-12,Data 535-12,Data 535-12
536,Data 536-1,Data 536-2,Data 536-3,Data 536-4,Data 536-5,Data 536-6,Data 536-7,Data 536-8,Data 536-9,Data 536-10,Data 536-11,Data 536-12,Data 536-12,Data 536-12,Data 536-12,Data 536-12
537,Data 537-1,Data 537-2,Data 537-3,Data 537-4,Data 537-5,Data 537-6,Data 537-7,Data 537-8,Data 537-9,Data 537-10,Data 537-11,Data 537-12,Data 537-12,Data 537-12,Data 537-12,Data 537-12
538,Data 538-1,Data 538-2,Data 538-3,Data 538-4,Data 538-5,Data 538-6,Data 538-7,Data 538-8,Data 538-9,Data 538-10,Data 538-11,Data 538-12,Data 538-12,Data 538-12,Data 538-12,Data 538-12
539,Data 539-1,Data 539-2,Data 539-3,Data 539-4,Data 539-5,Data 539-6,Data 539-7,Data 539-8,Data 539-9,Data 539-10,Data 539-11,Data 539-12,Data 539-12,Data 539-12,Data 539-12,Data 539-12
540,Data 540-1,Data 540-2,Data 540-3,Data 540-4,Data 540-5,Data 540-6,Data 540-7,Data 540-8,Data 540-9,Data 540-10,Data 540-11,Data 540-12,Data 540-12,Data 540-12,Data 540-12,Data 540-12
541,Data 541-1,Data 541-2,Data 541-3,Data 541-4,Data 541-5,Data 541-6,Data 541-7,Data 541-8,Data 541-9,Data 541-10,Data 541-11,Data 541-12,Data 541-12,Data 541-12,Data 541-12,Data 541-12
542,Data 542-1,Data 542-2,Data 542-3,Data 542-4,Data 542-5,Data 542-6,Data 542-7,Data 542-8,Data 542-9,Data 542-10,Data 542-11,Data 542-12,Data 542-12,Data 542-12,Data 542-12,Data 542-12
543,Data 543-1,Data 543-2,Data 543-3,Data 543-4,Data 543-5,Data 543-6,Data 543-7,Data 543-8,Data 543-9,Data 543-10,Data 543-11,Data 543-12,Data 543-12,Data 543-12,Data 543-12,Data 543-12
544,Data 544-1,Data 544-2,Data 544-3,Data 544-4,Data 544-5,Data 544-6,Data 544-7,Data 544-8,Data 544-9,Data 544-10,Data 544-11,Data 544-12,Data 544-12,Data 544-12,Data 544-12,Data 544-12
545,Data 545-1,Data 545-2,Data 545-3,Data 545-4,Data 545-5,Data 545-6,Data 545-7,Data 545-8,Data 545-9,Data 545-10,Data 545-11,Data 545-12,Data 545-12,Data 545-12,Data 545-12,Data 545-12
546,Data 546-1,Data 546-2,Data 546-3,Data 546-4,Data 546-5,Data 546-6,Data 546-7,Data 546-8,Data 546-9,Data 546-10,Data 546-11,Data 546-12,Data 546-12,Data 546-12,Data 546-12,Data 546-12
547,Data 547-1,Data 547-2,Data 547-3,Data 547-4,Data 547-5,Data 547-6,Data 547-7,Data 547-8,Data 547-9,Data 547-10,Data 547-11,Data 547-12,Data 547-12,Data 547-12,Data 547-12,Data 547-12
548,Data 548-1,Data 548-2,Data 548-3,Data 548-4,Data 548-5,Data 548-6,Data 548-7,Data 548-8,Data 548-9,Data 548-10,Data 548-11,Data 548-12,Data 548-12,Data 548-12,Data 548-12,Data 548-12
549,Data 549-1,Data 549-2,Data 549-3,Data 549-4,Data 549-5,Data 549-6,Data 549-7,Data 549-8,Data 549-9,Data 549-10,Data 549-11,Data 549-12,Data 549-12,Data 549-12,Data 549-12,Data 549-12
550,Data 550-1,Data 550-2,Data 550-3,Data 550-4,Data 550-5,Data 550-6,Data 550-7,Data 550-8,Data 550-9,Data 550-10,Data 550-11,Data 550-12,Data 550-12,Data 550-12,Data 550-12,Data 550-12
551,Data 551-1,Data 551-2,Data 551-3,Data 551-4,Data 551-5,Data 551-6,Data 551-7,Data 551-8,Data 551-9,Data 551-10,Data 551-11,Data 551-12,Data 551-12,Data 551-12,Data 551-12,Data 551-12
552,Data 552-1,Data 552-2,Data 552-3,Data 552-4,Data 552-5,Data 552-6,Data 552-7,Data 552-8,Data 552-9,Data 552-10,Data 552-11,Data 552-12,Data 552-12,Data 552-12,Data 552-12,Data 552-12
553,Data 553-1,Data 553-2,Data 553-3,Data 553-4,Data 553-5,Data 553-6,Data 553-7,Data 553-8,Data 553-9,Data 553-10,Data 553-11,Data 553-12,Data 553-12,Data 553-12,Data 553-12,Data 553-12
554,Data 554-1,Data 554-2,Data 554-3,Data 554-4,Data 554-5,Data 554-6,Data 554-7,Data 554-8,Data 554-9,Data 554-10,Data 554-11,Data 554-12,Data 554-12,Data 554-12,Data 554-12,Data 554-12
555,Data 555-1,Data 555-2,Data 555-3,Data 555-4,Data 555-5,Data 555-6,Data 555-7,Data 555-8,Data 555-9,Data 555-10,Data 555-11,Data 555-12,Data 555-12,Data 555-12,Data 555-12,Data 555-12
556,Data 556-1,Data 556-2,Data 556-3,Data 556-4,Data 556-5,Data 556-6,Data 556-7,Data 556-8,Data 556-9,Data 556-10,Data 556-11,Data 556-12,Data 556-12,Data 556-12,Data 556-12,Data 556-12
557,Data 557-1,Data 557-2,Data 557-3,Data 557-4,Data 557-5,Data 557-6,Data 557-7,Data 557-8,Data 557-9,Data 557-10,Data 557-11,Data 557-12,Data 557-12,Data 557-12,Data 557-12,Data 557-12
558,Data 558-1,Data 558-2,Data 558-3,Data 558-4,Data 558-5,Data 558-6,Data 558-7,Data 558-8,Data 558-9,Data 558-10,Data 558-11,Data 558-12,Data 558-12,Data 558-12,Data 558-12,Data 558-12
559,Data 559-1,Data 559-2,Data 559-3,Data 559-4,Data 559-5,Data 559-6,Data 559-7,Data 559-8,Data 559-9,Data 559-10,Data 559-11,Data 559-12,Data 559-12,Data 559-12,Data 559-12,Data 559-12
560,Data 560-1,Data 560-2,Data 560-3,Data 560-4,Data 560-5,Data 560-6,Data 560-7,Data 560-8,Data 560-9,Data 560-10,Data 560-11,Data 560-12,Data 560-12,Data 560-12,Data 560-12,Data 560-12
561,Data 561-1,Data 561-2,Data 561-3,Data 561-4,Data 561-5,Data 561-6,Data 561-7,Data 561-8,Data 561-9,Data 561-10,Data 561-11,Data 561-12,Data 561-12,Data 561-12,Data 561-12,Data 561-12
562,Data 562-1,Data 562-2,Data 562-3,Data 562-4,Data 562-5,Data 562-6,Data 562-7,Data 562-8,Data 562-9,Data 562-10,Data 562-11,Data 562-12,Data 562-12,Data 562-12,Data 562-12,Data 562-12
563,Data 563-1,Data 563-2,Data 563-3,Data 563-4,Data 563-5,Data 563-6,Data 563-7,Data 563-8,Data 563-9,Data 563-10,Data 563-11,Data 563-12,Data 563-12,Data 563-12,Data 563-12,Data 563-12
564,Data 564-1,Data 564-2,Data 564-3,Data 564-4,Data 564-5,Data 564-6,Data 564-7,Data 564-8,Data 564-9,Data 564-10,Data 564-11,Data 564-12,Data 564-12,Data 564-12,Data 564-12,Data 564-12
565,Data 565-1,Data 565-2,Data 565-3,Data 565-4,Data 565-5,Data 565-6,Data 565-7,Data 565-8,Data 565-9,Data 565-10,Data 565-11,Data 565-12,Data 565-12,Data 565-12,Data 565-12,Data 565-12
566,Data 566-1,Data 566-2,Data 566-3,Data 566-4,Data 566-5,Data 566-6,Data 566-7,Data 566-8,Data 566-9,Data 566-10,Data 566-11,Data 566-12,Data 566-12,Data 566-12,Data 566-12,Data 566-12
567,Data 567-1,Data 567-2,Data 567-3,Data 567-4,Data 567-5,Data 567-6,Data 567-7,Data 567-8,Data 567-9,Data 567-10,Data 567-11,Data 567-12,Data 567-12,Data 567-12,Data 567-12,Data 567-12
568,Data 568-1,Data 568-2,Data 568-3,Data 568-4,Data 568-5,Data 568-6,Data 568-7,Data 568-8,Data 568-9,Data 568-10,Data 568-11,Data 568-12,Data 568-12,Data 568-12,Data 568-12,Data 568-12
569,Data 569-1,Data 569-2,Data 569-3,Data 569-4,Data 569-5,Data 569-6,Data 569-7,Data 569-8,Data 569-9,Data 569-10,Data 569-11,Data 569-12,Data 569-12,Data 569-12,Data 569-12,Data 569-12
570,Data 570-1,Data 570-2,Data 570-3,Data 570-4,Data 570-5,Data 570-6,Data 570-7,Data 570-8,Data 570-9,Data 570-10,Data 570-11,Data 570-12,Data 570-12,Data 570-12,Data 570-12,Data 570-12
571,Data 571-1,Data 571-2,Data 571-3,Data 571-4,Data 571-5,Data 571-6,Data 571-7,Data 571-8,Data 571-9,Data 571-10,Data 571-11,Data 571-12,Data 571-12,Data 571-12,Data 571-12,Data 571-12
572,Data 572-1,Data 572-2,Data 572-3,Data 572-4,Data 572-5,Data 572-6,Data 572-7,Data 572-8,Data 572-9,Data 572-10,Data 572-11,Data 572-12,Data 572-12,Data 572-12,Data 572-12,Data 572-12
573,Data 573-1,Data 573-2,Data 573-3,Data 573-4,Data 573-5,Data 573-6,Data 573-7,Data 573-8,Data 573-9,Data 573-10,Data 573-11,Data 573-12,Data 573-12,Data 573-12,Data 573-12,Data 573-12
574,Data 574-1,Data 574-2,Data 574-3,Data 574-4,Data 574-5,Data 574-6,Data 574-7,Data 574-8,Data 574-9,Data 574-10,Data 574-11,Data 574-12,Data 574-12,Data 574-12,Data 574-12,Data 574-12
575,Data 575-1,Data 575-2,Data 575-3,Data 575-4,Data 575-5,Data 575-6,Data 575-7,Data 575-8,Data 575-9,Data 575-10,Data 575-11,Data 575-12,Data 575-12,Data 575-12,Data 575-12,Data 575-12
576,Data 576-1,Data 576-2,Data 576-3,Data 576-4,Data 576-5,Data 576-6,Data 576-7,Data 576-8,Data 576-9,Data 576-10,Data 576-11,Data 576-12,Data 576-12,Data 576-12,Data 576-12,Data 576-12
577,Data 577-1,Data 577-2,Data 577-3,Data 577-4,Data 577-5,Data 577-6,Data 577-7,Data 577-8,Data 577-9,Data 577-10,Data 577-11,Data 577-12,Data 577-12,Data 577-12,Data 577-12,Data 577-12
578,Data 578-1,Data 578-2,Data 578-3,Data 578-4,Data 578-5,Data 578-6,Data 578-7,Data 578-8,Data 578-9,Data 578-10,Data 578-11,Data 578-12,Data 578-12,Data 578-12,Data 578-12,Data 578-12
579,Data 579-1,Data 579-2,Data 579-3,Data 579-4,Data 579-5,Data 579-6,Data 579-7,Data 579-8,Data 579-9,Data 579-10,Data 579-11,Data 579-12,Data 579-12,Data 579-12,Data 579-12,Data 579-12
580,Data 580-1,Data 580-2,Data 580-3,Data 580-4,Data 580-5,Data 580-6,Data 580-7,Data 580-8,Data 580-9,Data 580-10,Data 580-11,Data 580-12,Data 580-12,Data 580-12,Data 580-12,Data 580-12
581,Data 581-1,Data 581-2,Data 581-3,Data 581-4,Data 581-5,Data 581-6,Data 581-7,Data 581-8,Data 581-9,Data 581-10,Data 581-11,Data 581-12,Data 581-12,Data 581-12,Data 581-12,Data 581-12
582,Data 582-1,Data 582-2,Data 582-3,Data 582-4,Data 582-5,Data 582-6,Data 582-7,Data 582-8,Data 582-9,Data 582-10,Data 582-11,Data 582-12,Data 582-12,Data 582-12,Data 582-12,Data 582-12
583,Data 583-1,Data 583-2,Data 583-3,Data 583-4,Data 583-5,Data 583-6,Data 583-7,Data 583-8,Data 583-9,Data 583-10,Data 583-11,Data 583-12,Data 583-12,Data 583-12,Data 583-12,Data 583-12
584,Data 584-1,Data 584-2,Data 584-3,Data 584-4,Data 584-5,Data 584-6,Data 584-7,Data 584-8,Data 584-9,Data 584-10,Data 584-11,Data 584-12,Data 584-12,Data 584-12,Data 584-12,Data 584-12
585,Data 585-1,Data 585-2,Data 585-3,Data 585-4,Data 585-5,Data 585-6,Data 585-7,Data 585-8,Data 585-9,Data 585-10,Data 585-11,Data 585-12,Data 585-12,Data 585-12,Data 585-12,Data 585-12
586,Data 586-1,Data 586-2,Data 586-3,Data 586-4,Data 586-5,Data 586-6,Data 586-7,Data 586-8,Data 586-9,Data 586-10,Data 586-11,Data 586-12,Data 586-12,Data 586-12,Data 586-12,Data 586-12
587,Data 587-1,Data 587-2,Data 587-3,Data 587-4,Data 587-5,Data 587-6,Data 587-7,Data 587-8,Data 587-9,Data 587-10,Data 587-11,Data 587-12,Data 587-12,Data 587-12,Data 587-12,Data 587-12
588,Data 588-1,Data 588-2,Data 588-3,Data 588-4,Data 588-5,Data 588-6,Data 588-7,Data 588-8,Data 588-9,Data 588-10,Data 588-11,Data 588-12,Data 588-12,Data 588-12,Data 588-12,Data 588-12
589,Data 589-1,Data 589-2,Data 589-3,Data 589-4,Data 589-5,Data 589-6,Data 589-7,Data 589-8,Data 589-9,Data 589-10,Data 589-11,Data 589-12,Data 589-12,Data 589-12,Data 589-12,Data 589-12
590,Data 590-1,Data 590-2,Data 590-3,Data 590-4,Data 590-5,Data 590-6,Data 590-7,Data 590-8,Data 590-9,Data 590-10,Data 590-11,Data 590-12,Data 590-12,Data 590-12,Data 590-12,Data 590-12
591,Data 591-1,Data 591-2,Data 591-3,Data 591-4,Data 591-5,Data 591-6,Data 591-7,Data 591-8,Data 591-9,Data 591-10,Data 591-11,Data 591-12,Data 591-12,Data 591-12,Data 591-12,Data 591-12
592,Data 592-1,Data 592-2,Data 592-3,Data 592-4,Data 592-5,Data 592-6,Data 592-7,Data 592-8,Data 592-9,Data 592-10,Data 592-11,Data 592-12,Data 592-12,Data 592-12,Data 592-12,Data 592-12
593,Data 593-1,Data 593-2,Data 593-3,Data 593-4,Data 593-5,Data 593-6,Data 593-7,Data 593-8,Data 593-9,Data 593-10,Data 593-11,Data 593-12,Data 593-12,Data 593-12,Data 593-12,Data 593-12
594,Data 594-1,Data 594-2,Data 594-3,Data 594-4,Data 594-5,Data 594-6,Data 594-7,Data 594-8,Data 594-9,Data 594-10,Data 594-11,Data 594-12,Data 594-12,Data 594-12,Data 594-12,Data 594-12
595,Data 595-1,Data 595-2,Data 595-3,Data 595-4,Data 595-5,Data 595-6,Data 595-7,Data 595-8,Data 595-9,Data 595-10,Data 595-11,Data 595-12,Data 595-12,Data 595-12,Data 595-12,Data 595-12
596,Data 596-1,Data 596-2,Data 596-3,Data 596-4,Data 596-5,Data 596-6,Data 596-7,Data 596-8,Data 596-9,Data 596-10,Data 596-11,Data 596-12,Data 596-12,Data 596-12,Data 596-12,Data 596-12
597,Data 597-1,Data 597-2,Data 597-3,Data 597-4,Data 597-5,Data 597-6,Data 597-7,Data 597-8,Data 597-9,Data 597-10,Data 597-11,Data 597-12,Data 597-12,Data 597-12,Data 597-12,Data 597-12
598,Data 598-1,Data 598-2,Data 598-3,Data 598-4,Data 598-5,Data 598-6,Data 598-7,Data 598-8,Data 598-9,Data 598-10,Data 598-11,Data 598-12,Data 598-12,Data 598-12,Data 598-12,Data 598-12
599,Data 599-1,Data 599-2,Data 599-3,Data 599-4,Data 599-5,Data 599-6,Data 599-7,Data 599-8,Data 599-9,Data 599-10,Data 599-11,Data 599-12,Data 599-12,Data 599-12,Data 599-12,Data 599-12
600,Data 600-1,Data 600-2,Data 600-3,Data 600-4,Data 600-5,Data 600-6,Data 600-7,Data 600-8,Data 600-9,Data 600-10,Data 600-11,Data 600-12,Data 600-12,Data 600-12,Data 600-12,Data 600-12
601,Data 601-1,Data 601-2,Data 601-3,Data 601-4,Data 601-5,Data 601-6,Data 601-7,Data 601-8,Data 601-9,Data 601-10,Data 601-11,Data 601-12,Data 601-12,Data 601-12,Data 601-12,Data 601-12
602,Data 602-1,Data 602-2,Data 602-3,Data 602-4,Data 602-5,Data 602-6,Data 602-7,Data 602-8,Data 602-9,Data 602-10,Data 602-11,Data 602-12,Data 602-12,Data 602-12,Data 602-12,Data 602-12
603,Data 603-1,Data 603-2,Data 603-3,Data 603-4,Data 603-5,Data 603-6,Data 603-7,Data 603-8,Data 603-9,Data 603-10,Data 603-11,Data 603-12,Data 603-12,Data 603-12,Data 603-12,Data 603-12
604,Data 604-1,Data 604-2,Data 604-3,Data 604-4,Data 604-5,Data 604-6,Data 604-7,Data 604-8,Data 604-9,Data 604-10,Data 604-11,Data 604-12,Data 604-12,Data 604-12,Data 604-12,Data 604-12
605,Data 605-1,Data 605-2,Data 605-3,Data 605-4,Data 605-5,Data 605-6,Data 605-7,Data 605-8,Data 605-9,Data 605-10,Data 605-11,Data 605-12,Data 605-12,Data 605-12,Data 605-12,Data 605-12
606,Data 606-1,Data 606-2,Data 606-3,Data 606-4,Data 606-5,Data 606-6,Data 606-7,Data 606-8,Data 606-9,Data 606-10,Data 606-11,Data 606-12,Data 606-12,Data 606-12,Data 606-12,Data 606-12
607,Data 607-1,Data 607-2,Data 607-3,Data 607-4,Data 607-5,Data 607-6,Data 607-7,Data 607-8,Data 607-9,Data 607-10,Data 607-11,Data 607-12,Data 607-12,Data 607-12,Data 607-12,Data 607-12
608,Data 608-1,Data 608-2,Data 608-3,Data 608-4,Data 608-5,Data 608-6,Data 608-7,Data 608-8,Data 608-9,Data 608-10,Data 608-11,Data 608-12,Data 608-12,Data 608-12,Data 608-12,Data 608-12
609,Data 609-1,Data 609-2,Data 609-3,Data 609-4,Data 609-5,Data 609-6,Data 609-7,Data 609-8,Data 609-9,Data 609-10,Data 609-11,Data 609-12,Data 609-12,Data 609-12,Data 609-12,Data 609-12
610,Data 610-1,Data 610-2,Data 610-3,Data 610-4,Data 610-5,Data 610-6,Data 610-7,Data 610-8,Data 610-9,Data 610-10,Data 610-11,Data 610-12,Data 610-12,Data 610-12,Data 610-12,Data 610-12
611,Data 611-1,Data 611-2,Data 611-3,Data 611-4,Data 611-5,Data 611-6,Data 611-7,Data 611-8,Data 611-9,Data 611-10,Data 611-11,Data 611-12,Data 611-12,Data 611-12,Data 611-12,Data 611-12
612,Data 612-1,Data 612-2,Data 612-3,Data 612-4,Data 612-5,Data 612-6,Data 612-7,Data 612-8,Data 612-9,Data 612-10,Data 612-11,Data 612-12,Data 612-12,Data 612-12,Data 612-12,Data 612-12
613,Data 613-1,Data 613-2,Data 613-3,Data 613-4,Data 613-5,Data 613-6,Data 613-7,Data 613-8,Data 613-9,Data 613-10,Data 613-11,Data 613-12,Data 613-12,Data 613-12,Data 613-12,Data 613-12
614,Data 614-1,Data 614-2,Data 614-3,Data 614-4,Data 614-5,Data 614-6,Data 614-7,Data 614-8,Data 614-9,Data 614-10,Data 614-11,Data 614-12,Data 614-12,Data 614-12,Data 614-12,Data 614-12
615,Data 615-1,Data 615-2,Data 615-3,Data 615-4,Data 615-5,Data 615-6,Data 615-7,Data 615-8,Data 615-9,Data 615-10,Data 615-11,Data 615-12,Data 615-12,Data 615-12,Data 615-12,Data 615-12
616,Data 616-1,Data 616-2,Data 616-3,Data 616-4,Data 616-5,Data 616-6,Data 616-7,Data 616-8,Data 616-9,Data 616-10,Data 616-11,Data 616-12,Data 616-12,Data 616-12,Data 616-12,Data 616-12
617,Data 617-1,Data 617-2,Data 617-3,Data 617-4,Data 617-5,Data 617-6,Data 617-7,Data 617-8,Data 617-9,Data 617-10,Data 617-11,Data 617-12,Data 617-12,Data 617-12,Data 617-12,Data 617-12
618,Data 618-1,Data 618-2,Data 618-3,Data 618-4,Data 618-5,Data 618-6,Data 618-7,Data 618-8,Data 618-9,Data 618-10,Data 618-11,Data 618-12,Data 618-12,Data 618-12,Data 618-12,Data 618-12
619,Data 619-1,Data 619-2,Data 619-3,Data 619-4,Data 619-5,Data 619-6,Data 619-7,Data 619-8,Data 619-9,Data 619-10,Data 619-11,Data 619-12,Data 619-12,Data 619-12,Data 619-12,Data 619-12
620,Data 620-1,Data 620-2,Data 620-3,Data 620-4,Data 620-5,Data 620-6,Data 620-7,Data 620-8,Data 620-9,Data 620-10,Data 620-11,Data 620-12,Data 620-12,Data 620-12,Data 620-12,Data 620-12
621,Data 621-1,Data 621-2,Data 621-3,Data 621-4,Data 621-5,Data 621-6,Data 621-7,Data 621-8,Data 621-9,Data 621-10,Data 621-11,Data 621-12,Data 621-12,Data 621-12,Data 621-12,Data 621-12
622,Data 622-1,Data 622-2,Data 622-3,Data 622-4,Data 622-5,Data 622-6,Data 622-7,Data 622-8,Data 622-9,Data 622-10,Data 622-11,Data 622-12,Data 622-12,Data 622-12,Data 622-12,Data 622-12
623,Data 623-1,Data 623-2,Data 623-3,Data 623-4,Data 623-5,Data 623-6,Data 623-7,Data 623-8,Data 623-9,Data 623-10,Data 623-11,Data 623-12,Data 623-12,Data 623-12,Data 623-12,Data 623-12
624,Data 624-1,Data 624-2,Data 624-3,Data 624-4,Data 624-5,Data 624-6,Data 624-7,Data 624-8,Data 624-9,Data 624-10,Data 624-11,Data 624-12,Data 624-12,Data 624-12,Data 624-12,Data 624-12
625,Data 625-1,Data 625-2,Data 625-3,Data 625-4,Data 625-5,Data 625-6,Data 625-7,Data 625-8,Data 625-9,Data 625-10,Data 625-11,Data 625-12,Data 625-12,Data 625-12,Data 625-12,Data 625-12
626,Data 626-1,Data 626-2,Data 626-3,Data 626-4,Data 626-5,Data 626-6,Data 626-7,Data 626-8,Data 626-9,Data 626-10,Data 626-11,Data 626-12,Data 626-12,Data 626-12,Data 626-12,Data 626-12
627,Data 627-1,Data 627-2,Data 627-3,Data 627-4,Data 627-5,Data 627-6,Data 627-7,Data 627-8,Data 627-9,Data 627-10,Data 627-11,Data 627-12,Data 627-12,Data 627-12,Data 627-12,Data 627-12
628,Data 628-1,Data 628-2,Data 628-3,Data 628-4,Data 628-5,Data 628-6,Data 628-7,Data 628-8,Data 628-9,Data 628-10,Data 628-11,Data 628-12,Data 628-12,Data 628-12,Data 628-12,Data 628-12
629,Data 629-1,Data 629-2,Data 629-3,Data 629-4,Data 629-5,Data 629-6,Data 629-7,Data 629-8,Data 629-9,Data 629-10,Data 629-11,Data 629-12,Data 629-12,Data 629-12,Data 629-12,Data 629-12
630,Data 630-1,Data 630-2,Data 630-3,Data 630-4,Data 630-5,Data 630-6,Data 630-7,Data 630-8,Data 630-9,Data 630-10,Data 630-11,Data 630-12,Data 630-12,Data 630-12,Data 630-12,Data 630-12
